,T,conversion,revenue,pre_exp_revenue,num_actions,trigger_dates,currency,country_of_origin,segment_1,segment_2,segment_3
258,1,0,0.0,284.5830772533932,0,2022-01-10 14:18:00,USD,US,New,Rare,10- transfers
259,0,0,0.0,84.82113558086714,0,2022-01-14 13:01:00,USD,USD,Old,Usual,10- transfers
260,0,0,0.0,559.1602643481194,0,2022-01-21 05:00:00,GBP,US,Old,Active,10+ transfers
261,0,1,1620.8929291484537,520.3152511110255,4,2022-01-18 06:55:00,EUR,USD,New,Usual,10- transfers
262,0,0,0.0,835.4305592866375,0,2022-01-08 21:28:00,USD,US,Old,Rare,10- transfers
263,2,0,0.0,719.1854725048239,0,2022-01-03 22:57:00,EUR,US,New,Usual,10+ transfers
264,1,1,507.7975362331484,8.816544628649455,4,2022-01-18 03:45:00,EUR,USD,New,Active,10+ transfers
265,1,1,124.55546197720763,738.7127858970671,2,2022-01-02 18:30:00,GBP,USD,New,Active,10+ transfers
266,0,0,0.0,9524.48552453613,0,2022-01-18 09:28:00,USD,UK,Old,Rare,10+ transfers
267,2,1,994.5840057695696,1614.382225287509,11,2022-01-18 10:38:00,USD,US,Old,Active,10- transfers
268,2,0,0.0,293.3338652816671,0,2022-01-10 10:29:00,GBP,US,Old,Rare,10- transfers
269,1,1,201.81496987377085,1969.4803565489046,4,2022-01-14 22:26:00,USD,USD,Old,Rare,10- transfers
270,2,0,0.0,229.64330678154323,0,2022-01-20 06:00:00,USD,UK,Old,Usual,10- transfers
271,1,0,0.0,582.6124681158789,0,2022-01-05 06:12:00,EUR,USD,New,Usual,10- transfers
272,2,1,222.80051683278657,784.068066913658,9,2022-01-14 16:09:00,GBP,USD,Old,Active,10+ transfers
273,1,1,84.66294692798303,590.8007638393153,6,2022-01-13 07:02:00,USD,US,New,Usual,10- transfers
274,2,0,0.0,1435.7202801190847,0,2022-01-06 03:41:00,GBP,US,New,Rare,10+ transfers
275,0,0,0.0,109.3458051226914,0,2022-01-09 11:32:00,EUR,USD,New,Usual,10+ transfers
276,0,1,317.4242165642492,996.4957745875716,8,2022-01-20 00:06:00,EUR,US,Old,Usual,10- transfers
277,2,0,0.0,209.98401155660434,0,2022-01-14 09:43:00,GBP,UK,Old,Active,10+ transfers
278,2,1,1145.648735482781,515.7515988114744,8,2022-01-13 10:09:00,EUR,UK,New,Usual,10- transfers
279,0,1,443.1784654916604,695.7259205315731,8,2022-01-03 14:28:00,GBP,USD,Old,Rare,10- transfers
280,1,1,562.96895687017,987.7177730486886,9,2022-01-16 05:35:00,EUR,UK,New,Usual,10+ transfers
281,2,0,0.0,122.43822375591445,0,2022-01-17 16:17:00,EUR,USD,New,Usual,10+ transfers
282,0,1,775.1146386517953,896.367016517374,8,2022-01-12 13:55:00,USD,UK,Old,Rare,10+ transfers
283,2,1,1096.737994784803,759.3228604008332,5,2022-01-07 15:25:00,USD,US,New,Rare,10- transfers
284,0,0,0.0,227.40725403494545,0,2022-01-09 06:56:00,EUR,USD,New,Usual,10+ transfers
285,1,0,0.0,745.7932505378332,0,2022-01-15 10:30:00,USD,UK,New,Active,10+ transfers
286,0,1,168.54894981304795,581.881666812765,5,2022-01-20 16:31:00,USD,US,New,Active,10+ transfers
287,0,0,0.0,195.27115586117023,0,2022-01-12 06:51:00,EUR,US,New,Rare,10+ transfers
288,2,1,455.6283902800568,63.59872095581841,8,2022-01-16 02:08:00,GBP,USD,New,Usual,10+ transfers
289,0,0,0.0,1217.6969247377306,0,2022-01-05 13:15:00,EUR,US,New,Active,10+ transfers
290,2,0,0.0,431.45447087877477,0,2022-01-05 19:41:00,EUR,US,New,Rare,10- transfers
291,1,0,0.0,721.3195312252425,0,2022-01-07 19:00:00,USD,USD,New,Usual,10- transfers
292,2,1,512.2852925522699,591.8335153401152,8,2022-01-18 17:15:00,EUR,US,Old,Usual,10- transfers
293,0,0,0.0,903.7941340495554,0,2022-01-12 17:38:00,USD,US,Old,Rare,10- transfers
294,0,0,0.0,147.06262020359208,0,2022-01-08 05:14:00,EUR,USD,Old,Usual,10- transfers
295,0,1,448.8597677855376,1387.1529322556903,6,2022-01-02 08:13:00,USD,UK,New,Active,10+ transfers
296,0,0,0.0,98.55895218960927,0,2022-01-10 23:57:00,USD,US,Old,Active,10- transfers
297,2,0,0.0,1260.604456001712,0,2022-01-06 19:33:00,USD,UK,Old,Active,10+ transfers
298,2,0,0.0,130.964821958218,0,2022-01-15 16:58:00,EUR,USD,Old,Active,10- transfers
299,0,0,0.0,110.78489574254951,0,2022-01-08 17:18:00,GBP,US,New,Usual,10+ transfers
300,2,0,0.0,612.1056582810648,0,2022-01-03 11:34:00,EUR,UK,Old,Active,10- transfers
301,1,0,0.0,129.21710369618424,0,2022-01-10 14:59:00,USD,USD,New,Usual,10+ transfers
302,1,0,0.0,339.133984762078,0,2022-01-18 13:11:00,EUR,UK,Old,Active,10- transfers
303,1,0,0.0,802.7915036301157,0,2022-01-05 05:38:00,GBP,USD,Old,Usual,10- transfers
304,0,0,0.0,141.92517733434113,0,2022-01-12 11:22:00,USD,UK,Old,Rare,10- transfers
305,1,1,1763.8341028548498,204.45121682296383,9,2022-01-15 09:43:00,GBP,US,New,Usual,10+ transfers
306,2,1,531.5142721130447,268.2828100383558,11,2022-01-03 08:11:00,USD,US,Old,Usual,10+ transfers
307,1,0,0.0,1031.0374938099287,0,2022-01-21 14:37:00,USD,UK,New,Rare,10- transfers
308,2,0,0.0,3605.3343801553406,0,2022-01-18 13:09:00,GBP,US,New,Usual,10+ transfers
309,2,1,203.62692757350734,379.2127989214984,12,2022-01-01 21:40:00,EUR,USD,New,Rare,10- transfers
310,1,1,1480.9829491871396,465.57321303854326,7,2022-01-19 08:20:00,GBP,UK,New,Rare,10- transfers
311,0,0,0.0,166.95405116719297,0,2022-01-09 02:40:00,GBP,US,Old,Rare,10+ transfers
312,1,0,0.0,396.6557315769592,0,2022-01-11 20:27:00,GBP,UK,New,Active,10+ transfers
313,2,0,0.0,2290.705919084818,0,2022-01-20 09:39:00,USD,UK,Old,Rare,10+ transfers
314,2,0,0.0,574.979571779374,0,2022-01-18 11:06:00,EUR,US,New,Usual,10- transfers
315,0,1,256.3198492949072,673.957982315219,10,2022-01-01 03:24:00,USD,UK,New,Usual,10+ transfers
316,0,0,0.0,212.50597909180948,0,2022-01-11 08:35:00,GBP,US,Old,Usual,10- transfers
317,0,0,0.0,169.03638888147987,0,2022-01-12 06:54:00,GBP,UK,Old,Rare,10+ transfers
318,2,0,0.0,163.82327772231992,0,2022-01-19 18:50:00,USD,US,Old,Rare,10+ transfers
319,0,0,0.0,61.68326531985721,0,2022-01-01 02:49:00,USD,USD,New,Active,10+ transfers
320,1,0,0.0,392.71864636419224,0,2022-01-15 14:44:00,USD,US,New,Active,10- transfers
321,0,0,0.0,357.68600815993403,0,2022-01-15 19:57:00,EUR,USD,Old,Rare,10- transfers
322,2,1,2185.0716335975517,236.31019182338326,5,2022-01-16 01:58:00,GBP,UK,New,Rare,10- transfers
323,2,1,266.4746205414877,93.27445381089228,4,2022-01-11 21:24:00,EUR,USD,New,Rare,10- transfers
324,0,0,0.0,94.79214252205745,0,2022-01-07 13:43:00,EUR,UK,New,Usual,10- transfers
325,1,1,684.6454630932881,460.94780046339326,6,2022-01-18 09:00:00,USD,UK,Old,Active,10- transfers
326,1,0,0.0,166.04497313141903,0,2022-01-03 14:56:00,GBP,UK,New,Rare,10- transfers
327,2,1,1653.1781703142588,488.9929758626006,6,2022-01-17 10:59:00,EUR,UK,Old,Active,10- transfers
328,1,0,0.0,89.65759953254506,0,2022-01-09 06:11:00,USD,USD,Old,Rare,10+ transfers
329,2,0,0.0,574.5202949344905,0,2022-01-16 18:59:00,USD,UK,New,Usual,10+ transfers
330,0,0,0.0,857.2603339054367,0,2022-01-03 09:34:00,EUR,USD,Old,Rare,10+ transfers
331,1,1,968.5089114945748,127.42149550753076,6,2022-01-15 03:19:00,USD,UK,Old,Active,10- transfers
332,1,0,0.0,133.43032177253772,0,2022-01-06 23:06:00,EUR,USD,Old,Usual,10+ transfers
333,0,0,0.0,779.0529024187924,0,2022-01-09 16:51:00,EUR,USD,Old,Rare,10+ transfers
334,1,0,0.0,72.52591285218597,0,2022-01-07 01:05:00,GBP,US,Old,Rare,10- transfers
335,1,1,195.98171311448888,372.16294438857454,10,2022-01-04 20:56:00,EUR,US,Old,Rare,10- transfers
336,2,0,0.0,358.9534074814919,0,2022-01-09 19:23:00,GBP,USD,New,Usual,10+ transfers
337,2,1,113.99145505203055,213.0168433596539,11,2022-01-04 05:08:00,USD,USD,Old,Usual,10- transfers
338,0,1,630.7367215980025,1361.212979223954,10,2022-01-13 16:24:00,EUR,UK,New,Rare,10+ transfers
339,2,0,0.0,99.58509116668098,0,2022-01-18 06:27:00,EUR,UK,Old,Active,10- transfers
340,0,0,0.0,729.7730533670638,0,2022-01-18 17:22:00,GBP,USD,New,Usual,10+ transfers
341,2,1,1687.9991988036022,1354.0889032854009,7,2022-01-02 13:08:00,EUR,US,New,Usual,10+ transfers
342,0,0,0.0,103.24294473970994,0,2022-01-12 21:54:00,EUR,USD,Old,Usual,10- transfers
343,2,1,978.7044323892925,243.78219310915537,11,2022-01-09 20:14:00,USD,USD,New,Active,10+ transfers
344,2,0,0.0,203.52520897024186,0,2022-01-06 13:00:00,USD,USD,Old,Rare,10- transfers
345,0,1,646.4944419520328,1399.0684095354695,10,2022-01-05 15:34:00,GBP,USD,Old,Active,10- transfers
346,2,1,1850.4373110568051,570.8393881143685,4,2022-01-03 08:37:00,EUR,US,Old,Usual,10+ transfers
347,0,1,637.3693514014914,175.8799087566724,7,2022-01-20 00:07:00,EUR,UK,New,Usual,10- transfers
348,2,0,0.0,473.48962246005954,0,2022-01-04 00:01:00,EUR,USD,New,Rare,10- transfers
349,0,1,1980.8706656495683,1399.4403200702982,5,2022-01-03 15:33:00,GBP,UK,Old,Rare,10+ transfers
350,1,0,0.0,1580.8529856874864,0,2022-01-21 19:09:00,GBP,UK,New,Usual,10- transfers
351,2,0,0.0,250.36042569931863,0,2022-01-07 10:31:00,USD,USD,Old,Rare,10+ transfers
352,1,0,0.0,584.6701818131464,0,2022-01-04 06:59:00,EUR,UK,Old,Rare,10+ transfers
353,0,0,0.0,211.51857533638236,0,2022-01-08 11:36:00,GBP,USD,New,Usual,10- transfers
354,2,1,375.38057932229714,179.11282263282138,8,2022-01-11 19:53:00,EUR,US,New,Usual,10- transfers
355,2,1,887.7026953227027,3349.915306150823,6,2022-01-08 16:14:00,GBP,UK,New,Usual,10- transfers
356,2,1,207.4591509926329,374.9467589192574,7,2022-01-16 11:04:00,GBP,UK,New,Usual,10+ transfers
357,0,0,0.0,45.49741028004142,0,2022-01-16 08:14:00,GBP,US,New,Usual,10+ transfers
358,1,0,0.0,500.84536267707887,0,2022-01-02 14:56:00,EUR,UK,New,Usual,10+ transfers
359,2,1,182.98948156467313,366.9419581785805,10,2022-01-21 00:18:00,USD,UK,New,Active,10- transfers
360,1,1,261.19872716059393,694.6704326340373,9,2022-01-02 14:44:00,EUR,USD,Old,Rare,10- transfers
361,1,1,486.7192868413916,338.683122979271,8,2022-01-15 01:33:00,GBP,USD,Old,Usual,10+ transfers
362,1,0,0.0,795.8739335129179,0,2022-01-20 12:25:00,USD,US,Old,Active,10+ transfers
363,1,0,0.0,444.6092443516961,0,2022-01-04 08:56:00,EUR,US,Old,Rare,10- transfers
364,0,1,604.2121055051246,63.451860722832265,7,2022-01-19 00:06:00,USD,US,Old,Usual,10- transfers
365,1,0,0.0,467.58866724183775,0,2022-01-19 02:12:00,USD,USD,Old,Rare,10- transfers
366,2,1,820.5577782110897,458.7304847166483,9,2022-01-02 02:30:00,GBP,USD,New,Usual,10- transfers
367,1,1,1543.3125987751007,194.00590800516815,8,2022-01-01 20:27:00,GBP,UK,New,Usual,10+ transfers
368,0,1,260.28985479114044,906.627376080815,6,2022-01-11 08:55:00,USD,US,Old,Active,10- transfers
369,0,0,0.0,575.0170906934745,0,2022-01-18 13:32:00,USD,USD,New,Active,10- transfers
370,2,1,3077.536004300774,2060.4577357678477,6,2022-01-18 02:14:00,GBP,UK,New,Rare,10- transfers
371,2,0,0.0,225.71511504381746,0,2022-01-13 15:38:00,USD,UK,New,Rare,10+ transfers
372,1,1,333.9749404410927,173.88415015593228,6,2022-01-04 06:12:00,USD,USD,New,Active,10+ transfers
373,0,0,0.0,558.7975677384425,0,2022-01-19 05:37:00,EUR,UK,New,Usual,10+ transfers
374,0,0,0.0,95.5183455754425,0,2022-01-12 20:31:00,GBP,USD,New,Usual,10- transfers
375,0,0,0.0,245.87920001935015,0,2022-01-05 23:27:00,GBP,UK,New,Usual,10- transfers
376,2,1,594.1300196917404,196.0236204031043,10,2022-01-16 07:01:00,GBP,US,Old,Usual,10+ transfers
377,2,0,0.0,207.41517458067065,0,2022-01-12 04:15:00,GBP,UK,New,Usual,10- transfers
378,0,0,0.0,206.12151957327566,0,2022-01-11 07:01:00,EUR,USD,Old,Active,10+ transfers
379,1,0,0.0,844.5376563180778,0,2022-01-11 01:21:00,USD,US,Old,Active,10+ transfers
380,1,1,1419.019766092588,135.95698022097872,11,2022-01-10 14:49:00,GBP,USD,New,Usual,10- transfers
381,1,1,949.1154135750169,2995.6140469026664,3,2022-01-03 15:28:00,EUR,USD,New,Usual,10- transfers
382,2,1,181.94970647418063,107.28204922280783,9,2022-01-05 23:40:00,USD,US,Old,Usual,10+ transfers
383,1,0,0.0,523.0193780616637,0,2022-01-17 00:56:00,EUR,USD,New,Active,10+ transfers
384,1,0,0.0,284.9789044380406,0,2022-01-09 01:31:00,EUR,UK,New,Rare,10- transfers
385,0,0,0.0,121.11076087849399,0,2022-01-07 08:30:00,GBP,USD,New,Active,10+ transfers
386,1,1,2036.5643209070195,1330.2528778780297,13,2022-01-11 07:18:00,USD,UK,Old,Usual,10- transfers
387,2,1,118.30837172119391,312.5521244861104,11,2022-01-15 11:48:00,USD,UK,New,Active,10+ transfers
388,0,1,374.55895387210194,199.0544908389076,6,2022-01-06 17:12:00,GBP,UK,New,Active,10+ transfers
389,0,1,111.40032279523466,798.7914810801497,6,2022-01-17 16:27:00,GBP,US,New,Rare,10+ transfers
390,0,0,0.0,104.7832431184445,0,2022-01-08 06:21:00,GBP,UK,Old,Rare,10+ transfers
391,2,1,2175.061868283261,599.1291518676293,5,2022-01-01 22:31:00,GBP,US,Old,Rare,10- transfers
392,1,1,262.5841763494551,319.6782352010349,14,2022-01-09 03:31:00,USD,USD,Old,Usual,10+ transfers
393,1,0,0.0,294.9644473954072,0,2022-01-09 23:21:00,EUR,UK,Old,Active,10- transfers
394,1,0,0.0,1563.5592022239375,0,2022-01-08 06:46:00,USD,UK,Old,Usual,10- transfers
395,0,0,0.0,92.7587962614801,0,2022-01-05 15:35:00,USD,UK,New,Active,10- transfers
396,0,0,0.0,617.4259923329822,0,2022-01-15 10:46:00,GBP,US,Old,Active,10+ transfers
397,0,0,0.0,325.84941672395706,0,2022-01-03 19:30:00,EUR,USD,Old,Usual,10+ transfers
398,2,1,1587.8469049885487,113.68476227549284,9,2022-01-08 06:31:00,USD,US,New,Rare,10+ transfers
399,1,1,676.9226743466174,2764.14148307566,5,2022-01-21 20:05:00,USD,USD,Old,Rare,10+ transfers
400,2,1,130.6431384359725,555.8876603344629,7,2022-01-21 02:26:00,USD,UK,New,Rare,10+ transfers
401,2,1,489.90214456398184,73.28055674060047,8,2022-01-02 18:00:00,EUR,USD,New,Usual,10+ transfers
402,0,1,163.91544426010654,409.4097959076004,14,2022-01-14 16:13:00,GBP,UK,New,Active,10+ transfers
403,1,1,661.8332838588307,658.486379489234,7,2022-01-01 18:19:00,USD,UK,New,Usual,10+ transfers
404,0,1,1219.558735540164,124.82453913277551,11,2022-01-20 10:59:00,GBP,US,New,Active,10+ transfers
405,1,1,30.57236494936967,1254.9010615968753,4,2022-01-04 00:18:00,GBP,USD,New,Usual,10- transfers
406,2,1,3434.200249938035,153.75638020951624,13,2022-01-12 00:22:00,EUR,USD,New,Usual,10+ transfers
407,2,0,0.0,183.59840067750983,0,2022-01-13 02:21:00,EUR,UK,Old,Usual,10- transfers
408,0,1,114.92909042656215,147.4112139446476,5,2022-01-08 12:25:00,GBP,UK,Old,Usual,10+ transfers
409,2,1,492.2888302374505,97.61304316492792,10,2022-01-06 19:25:00,GBP,USD,Old,Active,10+ transfers
410,2,0,0.0,1020.8513207268433,0,2022-01-19 21:34:00,USD,US,New,Active,10+ transfers
411,2,0,0.0,51.56873336507516,0,2022-01-09 18:21:00,GBP,UK,New,Active,10- transfers
412,2,1,651.5880718214919,704.0288179032674,6,2022-01-14 18:56:00,GBP,US,Old,Usual,10- transfers
413,0,0,0.0,374.55220602984406,0,2022-01-03 09:39:00,USD,UK,New,Rare,10+ transfers
414,1,0,0.0,118.19510441075634,0,2022-01-06 03:00:00,USD,UK,New,Usual,10+ transfers
415,2,0,0.0,978.5029921611438,0,2022-01-06 03:32:00,USD,USD,New,Active,10+ transfers
416,0,1,365.80945603690503,623.6427321476879,5,2022-01-03 03:48:00,EUR,UK,New,Usual,10+ transfers
417,0,0,0.0,376.16400750171863,0,2022-01-03 03:06:00,GBP,USD,New,Active,10+ transfers
418,1,1,185.63401501333513,45.46187097196693,12,2022-01-20 06:52:00,USD,UK,Old,Active,10+ transfers
419,1,0,0.0,643.2796356582356,0,2022-01-06 19:59:00,USD,USD,Old,Usual,10+ transfers
420,1,0,0.0,300.05564293396264,0,2022-01-20 05:52:00,EUR,US,New,Active,10- transfers
421,0,0,0.0,163.3719108631078,0,2022-01-19 00:58:00,USD,USD,Old,Usual,10- transfers
422,2,0,0.0,1190.417074403076,0,2022-01-20 16:41:00,USD,USD,Old,Rare,10+ transfers
423,2,0,0.0,2391.7148720720265,0,2022-01-17 16:51:00,USD,USD,New,Active,10- transfers
424,2,1,1601.41569681073,780.0269989048053,7,2022-01-07 04:15:00,GBP,USD,New,Usual,10- transfers
425,0,0,0.0,1876.4016418161375,0,2022-01-13 00:39:00,GBP,USD,New,Active,10+ transfers
426,2,0,0.0,477.61138583983006,0,2022-01-20 04:58:00,GBP,UK,New,Rare,10+ transfers
427,0,0,0.0,310.5636905988784,0,2022-01-18 02:17:00,GBP,US,New,Usual,10+ transfers
428,0,1,465.6860121806303,83.06040225881642,15,2022-01-14 09:39:00,EUR,US,Old,Rare,10- transfers
429,2,0,0.0,319.7433954055453,0,2022-01-10 02:30:00,GBP,UK,New,Usual,10+ transfers
430,1,0,0.0,1854.4442752990221,0,2022-01-03 10:31:00,EUR,UK,New,Usual,10+ transfers
431,2,1,1285.7646904715261,197.8751362124306,6,2022-01-21 20:25:00,EUR,USD,New,Usual,10- transfers
432,2,0,0.0,502.3113248216725,0,2022-01-19 19:51:00,EUR,USD,Old,Active,10+ transfers
433,0,1,730.8818840784289,261.9809555495519,7,2022-01-20 10:17:00,EUR,USD,Old,Active,10- transfers
434,2,0,0.0,210.25779993330872,0,2022-01-18 00:23:00,EUR,US,New,Active,10- transfers
435,1,0,0.0,1084.4435054117064,0,2022-01-14 01:22:00,GBP,US,New,Active,10- transfers
436,2,0,0.0,199.94996833739413,0,2022-01-19 10:30:00,USD,UK,Old,Rare,10- transfers
437,0,0,0.0,2963.871586228603,0,2022-01-21 09:01:00,EUR,US,New,Active,10+ transfers
438,2,1,105.88110671983709,3052.140187566772,9,2022-01-07 18:02:00,USD,USD,New,Active,10+ transfers
439,0,1,48.66992371253408,90.95311806033506,5,2022-01-06 09:34:00,GBP,UK,New,Rare,10+ transfers
440,1,1,146.73256309537425,96.59972515227399,10,2022-01-13 00:45:00,GBP,UK,Old,Rare,10+ transfers
441,0,0,0.0,513.3547851020593,0,2022-01-17 01:44:00,USD,US,Old,Rare,10- transfers
442,2,1,278.8017332410635,245.65657016323425,10,2022-01-20 09:55:00,EUR,US,Old,Active,10- transfers
443,2,0,0.0,56.4540982737946,0,2022-01-03 04:55:00,EUR,US,New,Rare,10- transfers
444,2,1,154.1481781795853,308.5520872988169,8,2022-01-03 08:19:00,GBP,UK,Old,Active,10+ transfers
445,1,0,0.0,939.5877744297122,0,2022-01-15 21:01:00,USD,US,New,Active,10- transfers
446,2,0,0.0,774.7102468197064,0,2022-01-21 10:55:00,EUR,US,Old,Rare,10+ transfers
447,2,0,0.0,803.6608227542345,0,2022-01-14 00:29:00,USD,USD,New,Usual,10- transfers
448,1,0,0.0,127.97499314567033,0,2022-01-03 02:23:00,GBP,US,New,Rare,10+ transfers
449,0,0,0.0,347.3647119859323,0,2022-01-08 18:04:00,GBP,USD,Old,Usual,10+ transfers
450,1,0,0.0,484.63778739966006,0,2022-01-15 12:22:00,EUR,US,Old,Usual,10- transfers
451,1,0,0.0,483.2794327268739,0,2022-01-07 14:38:00,USD,USD,Old,Active,10+ transfers
452,2,1,456.1105353939,55.17705853735453,3,2022-01-05 04:38:00,USD,USD,Old,Rare,10+ transfers
453,2,1,410.35572945867233,542.7274895120156,7,2022-01-19 11:25:00,GBP,US,Old,Active,10- transfers
454,0,0,0.0,1208.4578530958102,0,2022-01-21 14:44:00,GBP,US,Old,Usual,10- transfers
455,2,0,0.0,906.1367284853927,0,2022-01-21 15:37:00,USD,UK,New,Active,10- transfers
456,0,0,0.0,203.17076227719184,0,2022-01-03 16:45:00,GBP,USD,Old,Usual,10- transfers
457,0,0,0.0,179.496681826672,0,2022-01-13 12:31:00,USD,UK,New,Rare,10+ transfers
458,0,0,0.0,285.16037077766634,0,2022-01-11 12:09:00,EUR,US,Old,Rare,10- transfers
459,2,0,0.0,961.3161256679484,0,2022-01-07 20:20:00,USD,UK,New,Active,10+ transfers
460,2,0,0.0,293.74769377127996,0,2022-01-06 00:50:00,EUR,USD,New,Active,10+ transfers
461,0,0,0.0,499.0339621214932,0,2022-01-21 03:36:00,EUR,US,New,Active,10+ transfers
462,0,0,0.0,461.72199044022085,0,2022-01-17 03:40:00,EUR,US,Old,Usual,10+ transfers
463,0,0,0.0,449.9932403871478,0,2022-01-07 16:10:00,EUR,UK,Old,Active,10+ transfers
464,1,0,0.0,393.0495732401057,0,2022-01-20 07:21:00,GBP,UK,New,Rare,10- transfers
465,2,0,0.0,622.7972677289022,0,2022-01-02 00:18:00,GBP,USD,Old,Active,10- transfers
466,1,0,0.0,151.2858729481393,0,2022-01-12 06:22:00,USD,UK,New,Usual,10- transfers
467,2,0,0.0,382.93839230764684,0,2022-01-09 22:00:00,GBP,US,New,Usual,10- transfers
468,0,1,834.5615588901452,252.98312685939533,10,2022-01-08 08:29:00,GBP,USD,New,Rare,10- transfers
469,1,0,0.0,114.43138812851655,0,2022-01-21 21:50:00,USD,USD,Old,Active,10+ transfers
470,1,0,0.0,1340.4234606751597,0,2022-01-15 22:22:00,EUR,USD,Old,Usual,10+ transfers
471,1,0,0.0,421.97930287369763,0,2022-01-12 15:29:00,GBP,US,Old,Usual,10- transfers
472,1,0,0.0,116.9591414034067,0,2022-01-19 18:11:00,GBP,US,New,Usual,10- transfers
473,1,1,492.14082821600556,193.00720276972459,6,2022-01-01 03:42:00,USD,USD,New,Active,10- transfers
474,2,0,0.0,4404.881507988287,0,2022-01-02 07:45:00,USD,USD,New,Usual,10- transfers
475,2,0,0.0,499.0724488909667,0,2022-01-16 02:30:00,USD,UK,New,Usual,10+ transfers
476,0,0,0.0,2133.056208432973,0,2022-01-10 21:47:00,EUR,UK,New,Active,10+ transfers
477,1,1,83.4536955698031,58.03932178560655,9,2022-01-08 00:28:00,EUR,US,New,Active,10+ transfers
478,0,0,0.0,75.26361012652922,0,2022-01-04 00:46:00,EUR,UK,Old,Active,10- transfers
479,2,1,1430.7705812151771,911.2099538778066,19,2022-01-02 06:44:00,GBP,UK,New,Active,10+ transfers
480,2,1,733.639246735391,627.251252461873,4,2022-01-14 14:35:00,USD,US,Old,Active,10- transfers
481,1,0,0.0,253.67191968738535,0,2022-01-07 18:40:00,USD,USD,New,Rare,10+ transfers
482,1,0,0.0,209.80541411699426,0,2022-01-16 00:17:00,GBP,UK,New,Rare,10+ transfers
483,2,0,0.0,112.22044320666491,0,2022-01-11 15:28:00,GBP,USD,New,Rare,10- transfers
484,0,0,0.0,810.5610573553662,0,2022-01-21 19:42:00,EUR,UK,Old,Active,10- transfers
485,0,1,177.94163046586064,238.7593266240679,3,2022-01-01 08:06:00,USD,UK,Old,Active,10+ transfers
486,1,0,0.0,1747.588445804296,0,2022-01-03 13:38:00,GBP,US,Old,Active,10- transfers
487,0,1,147.37086098600193,311.5536293558652,5,2022-01-16 05:50:00,USD,US,Old,Active,10+ transfers
488,1,1,824.0061647813687,298.4947811485583,3,2022-01-19 04:45:00,USD,USD,Old,Active,10- transfers
489,1,0,0.0,203.49576527443173,0,2022-01-20 23:52:00,GBP,USD,New,Rare,10- transfers
490,0,0,0.0,439.21555588919966,0,2022-01-10 16:43:00,GBP,US,New,Usual,10- transfers
491,0,0,0.0,369.2154334629339,0,2022-01-12 22:07:00,USD,UK,Old,Usual,10+ transfers
492,0,0,0.0,3944.6040112974965,0,2022-01-12 10:35:00,USD,UK,New,Rare,10+ transfers
493,2,0,0.0,92.98400553023058,0,2022-01-19 05:05:00,USD,US,Old,Rare,10+ transfers
494,2,1,49.640711189288176,137.5351020015922,6,2022-01-15 09:32:00,EUR,UK,New,Active,10- transfers
495,0,0,0.0,596.3186490505061,0,2022-01-06 12:46:00,USD,UK,New,Active,10- transfers
496,2,0,0.0,112.89523427043439,0,2022-01-16 10:09:00,GBP,UK,Old,Active,10+ transfers
497,0,1,169.6174683869904,592.8686098963069,12,2022-01-03 11:26:00,EUR,US,Old,Rare,10- transfers
498,2,0,0.0,89.74193196436843,0,2022-01-18 10:56:00,GBP,USD,Old,Rare,10- transfers
499,0,0,0.0,795.3602724928224,0,2022-01-06 02:40:00,EUR,US,New,Usual,10- transfers
500,0,1,193.61504706022473,80.81404419110072,8,2022-01-02 02:30:00,GBP,US,New,Active,10- transfers
501,0,0,0.0,260.1091895541791,0,2022-01-17 01:13:00,EUR,US,Old,Usual,10- transfers
502,1,0,0.0,590.1278112393519,0,2022-01-20 00:34:00,EUR,US,New,Active,10- transfers
